Work Item Type,Requesting Dept/Agency,Received,Support Team,Category,Q1 - Courtesy,Q2 - Technical,Q3 - Timeliness,Q4 - Quality,Q5 - Overall
Service Request,Sheriff's Office,1/8/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Regional Parks,1/8/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,1/8/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,1/8/2016,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Human Resources,1/8/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Human Resources,1/8/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,1/8/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Transportation & Public Works,1/8/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Transportation & Public Works,1/8/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,District Attorney,1/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Community Development Commission,1/1/2016,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,General Services,1/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,1/1/2016,The ISD Service Desk,IT Management Software,5,,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,1/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Regional Parks,12/25/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,12/25/2015,The ISD Desktop Support Team,IT Management Software,5,4,4,4,4
Service Request,Health Services,12/25/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Board of Supervisors,12/18/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Transportation & Public Works,12/18/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,12/18/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,12/18/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,12/18/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,12/18/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Incident,Health Services,12/17/2015,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,12/11/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,12/11/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,12/11/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,12/11/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Board of Supervisors,12/11/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Regional Parks,12/11/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Incident,Sheriff's Office,12/8/2015,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Incident,Sheriff's Office,12/7/2015,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Transportation & Public Works,12/7/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,12/4/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,General Services,12/4/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,12/4/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,General Services,11/27/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,11/27/2015,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,11/27/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,11/27/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Regional Parks,11/27/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,11/27/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,11/20/2015,The ISD Service Desk,IT Management Software,5,5,4,4,5
Service Request,County Counsel,11/20/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,11/20/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,11/20/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,11/20/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Economic Development Board,11/20/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,District Attorney,11/13/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,11/13/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,11/13/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,11/13/2015,The ISD Integrated Justice System Team,IT Management Software,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,11/13/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Probation,11/13/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,11/13/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,11/13/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Permit & Resource Management,11/6/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,11/6/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,11/6/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,11/6/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,11/6/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,11/6/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,11/6/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,County Counsel,11/6/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Probation,10/30/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Community Development Commission,10/30/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Human Resources,10/30/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,,10/30/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Probation,10/30/2015,The ISD Network Infrastructure Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,10/30/2015,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,10/30/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Transportation & Public Works,10/23/2015,The ISD Network Infrastructure Team,IT Management Software,5,5,5,5,5
Service Request,District Attorney,10/23/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,10/23/2015,The ISD Integrated Justice System Team,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,10/23/2015,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Information Systems,10/23/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Community Development Commission,10/23/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Information Systems,10/23/2015,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,10/23/2015,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Information Systems,10/23/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Fire and Emergency Services,10/23/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,10/23/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,UC Cooperative Extension,10/16/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,10/16/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Permit & Resource Management,10/16/2015,The ISD Service Desk,IT Management Software,5,5,3,5,4
Service Request,General Services,10/16/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Incident,District Attorney,10/14/2015,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Information Systems,10/9/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,10/9/2015,The ISD Service Desk,IT Management Software,5,,,,5
Service Request,Sheriff's Office,10/9/2015,The ISD Network Infrastructure Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,10/9/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,10/9/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,10/9/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Board of Supervisors,10/9/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,10/2/2015,The ISD Network Infrastructure Team,IT Management Software,5,5,3,5,5
Service Request,Information Systems,10/2/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Permit & Resource Management,10/2/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Open Space District,10/2/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Open Space District,10/2/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Public Defender,10/2/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Public Defender,10/2/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Department of Child Support Services,10/2/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,9/25/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,9/25/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,9/25/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,9/25/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Information Systems,9/25/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,9/25/2015,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Transportation & Public Works,9/25/2015,The ISD Desktop Support Team,IT Management Software,5,5,3,5,5
Service Request,Sheriff's Office,9/25/2015,The ISD Integrated Justice System Team,IT Management Software,5,5,5,5,5
Service Request,Probation,9/25/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,9/18/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,9/18/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Public Defender,9/18/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Transportation & Public Works,9/18/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,9/18/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Superior Court,9/11/2015,The ISD Integrated Justice System Team,IT Management Software,5,5,5,5,5
Service Request,Regional Parks,9/11/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,9/11/2015,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Probation,9/11/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,9/11/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Regional Parks,9/11/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Information Systems,9/11/2015,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,9/11/2015,The ISD Integrated Justice System Team,IT Management Software,5,5,5,5,5
Service Request,Agricultural Commissioner,9/4/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,9/4/2015,The ISD Desktop Support Team,IT Management Software,5,5,2,5,4
Service Request,Health Services,9/4/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,9/4/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,8/28/2015,The ISD Integrated Justice System Team,IT Management Software,5,5,5,5,5
Service Request,District Attorney,8/28/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,8/28/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,8/28/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Transportation & Public Works,8/28/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,8/28/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,8/28/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Permit & Resource Management,8/28/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Regional Parks,8/28/2015,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Incident,Public Defender,8/24/2015,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,8/21/2015,The ISD Service Desk,IT Management Software,5,5,4,5,5
Service Request,Health Services,8/21/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Permit & Resource Management,8/21/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,General Services,8/21/2015,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,8/21/2015,The ISD Integrated Justice System Team,IT Management Software,5,5,5,5,5
Service Request,General Services,8/21/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Permit & Resource Management,8/21/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,8/21/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Transportation & Public Works,8/21/2015,The ISD Service Desk,IT Management Software,5,5,5,5,5
